Category,Message,Message Traduit
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,Faly fa nandeha tsara :) tongava amin'ny 11 dia hanana fotoana betsaka isika vao handeha hiasa i claire.
ham,Ok enjoy . R u there in home.,Ok ankafizo. Ao an-trano ianao.
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.","Afaka mandefa mailaka amiko ve ianao azafady azafady momba izay fantatrao momba ny havana tonga manatitra eto? Izay rehetra fantatrao momba ny fandaniana, ny risika, ny tombontsoa ary ny zavatra hafa rehetra. Misaotra."
ham,You do what all you like,Ataovy izay tianao rehetra
ham,That's y we haf to combine n c how lor...,Izany no antony tsy maintsy nampiarahanay n c ahoana lor...
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,Ny vola isam-bolana dia tsy dia mahatsiravina ary tsy handoa na inona na inona ianao raha tsy 6 volana aorian'ny fianarana.
ham,Hmmm:)how many players selected?,Hmmm:)firy ny mpilalao voafantina?
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",Nilaza izy ireo fa raha hilatsaka ny lanezy dia hanomboka amin'ny 8 na 9 ora alina tonite! Maminavina ny fivondronana iray santimetatra izy ireo.
ham,I dont. Can you send it to me. Plus how's mode.,I dont. Afaka mandefa ahy ve ianao. Plus fomba ahoana.
ham,Aiyo please ü got time meh.,Aiyo azafady fa manana fotoana aho.
ham,Package all your programs well,Fenoy tsara ny programanao rehetra
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.","Anabavinay izy.. An'ny fianakavianay izy.. Fanantenan'ny ampitso izy.. Mivavaha 4 azy, izay tratry ny loza 4 d Shoranur. Ndao hiara-hifamatotra ny tànantsika sy hovokisan'ny fitiavana sy fiahiana alohan'ny alahelony sy ny fanaintainany. Mifandraisa amin'ny dis chain ary ampitao izany. Atsaharo ny herisetra amin'ny vehivavy."
ham,So are you guys asking that i get that slippers again or its gone with last year,Dia manontany ve ry zalahy fa ahazoako indray io kapa io sa efa lasa tamin'ny taon-dasa
ham,Company is very good.environment is terrific and food is really nice:),Tena tsara ny orinasa. Tena tsara ny tontolo iainana ary tena mahafinaritra ny sakafo :)
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk","Text82228>> Mahazoa ringtones, logos ary lalao bebe kokoa avy amin'ny www.txt82228.com. Fanontaniana: info@txt82228.co.uk"
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,Raha ny marina dia vao avy nanao kaopy dite mahafinaritra aho ary nandatsaka avy hatrany ny fanalahidiko tao ary avy eo nodorako ny rantsantanako namoaka azy ireo!
ham,Yup but not studying surfing lor. I'm in e lazy mode today.,Eny fa tsy mianatra surf. Mody kamo aho androany.
ham,Please sen :)my kind advice :-)please come here and try:-),Alefaso azafady :) ny torohevitro tsara :-)tongava eto dia andramo :-)
ham,I'm done. C ü there.,Vita. C ü any.
ham,"Oh fine, I'll be by tonight","Oh tsara, ho avy aho anio alina"
ham,Ü give me some time to walk there.,Omeo fotoana aho handehanana any.
ham,I'll reach in ard 20 mins ok...,Ho tonga ao anatin'ny 20 minitra aho ok...
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)","FreeMSG Nomena fakan-tsary DIGITAL GRATIS ianao, valio fotsiny ny SNAP mba hanangonana ny lokanao! (quizclub tsy miala? Atsaharo 80122300p/wk SP:RWM Ph:08704050406)"
ham,Fuck babe ... What happened to you ? How come you never came back?,Sipa ... Inona no nanjo anao ? Fa maninona ianao no tsy niverina?
spam,This message is brought to you by GMW Ltd. and is not connected to the,Ity hafatra ity dia nentin'ny GMW Ltd. ary tsy mifandray amin'ny
ham,"Some friends want me to drive em someplace, probably take a while","Tian'ny namana sasany hitondra ahy any amin'ny toerana iray aho, mety haka fotoana kely"
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,Haingana koa aho... Xy manoro hevitra fa tsy izaho. Tsy maninona ianao. Mandeha 2 orana leh taiza no nahazo gd.
ham,Are you still getting the goods.,Mbola mahazo ny entana ve ianao.
ham,And maybe some pressies,Ary mety misy presses sasany
ham,"Yeah I am, so I'll leave maybe 7ish?","Eny aho, ka hiala amin'ny 7 aho?"
ham,K..k..i'm also fine:)when will you complete the course?,K..k..salama koa aho :) rahoviana ianao no hahavita ny cours?
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",Eo ambanin'ny ranomasina dia misy vatolampy. Ao amin'ny vatolampy dia misy valopy. Ao anaty valopy dia misy taratasy. Amin'ny taratasy dia misy teny 3...'
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,Nolazaiko taminy fa manana Dr appt aho amin'ny herinandro manaraka. Mihevitra izy fa ho faty aho. Nolazaiko azy fa seky fotsiny io. Tsy misy tokony hatahorana. Tsy nihaino anefa izy.
ham,You in your room? I need a few,Ao amin'ny efitranonao ianao? Mila vitsivitsy aho
ham,I dont want to hear anything,Tsy te handre na inona na inona aho
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,Hey. Amiko tsy misy fialan-tsasatra ny zoma. Andraso fa hanontany ny lehibeko aho dia hilaza aminao..
ham,Ultimately tor motive tui achieve korli.,Farany tor motive tui hahatratra korli.
ham,From 5 to 2 only my work timing.,Manomboka amin'ny 5 ka hatramin'ny 2 ihany ny fotoana iasako.
ham,… and don‘t worry we‘ll have finished by march … ish!,… ary aza manahy fa ho tapitra amin'ny martsa isika ... ish!
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel","Ny trano dia eny ambony rano misy dock, sambo iray mihodinkodina miaraka amin'ny mpanao gazety izay mitsambikina amin'ny sodina jazz ao ambadiky ny kodia."
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p","Arahabaina 2 finday 3G Videophones R anao. antsoy ny 09063458130 izao! video chat miaraka amin'ny namanao, milalao lalao java, mozika Dload polypH, fanofana an-tserasera. bx420. ip4. 5 izahay. 150p"
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,Ny horonan-tsary xxx PICSFREE1 mahavariana manaraka dia halefa ho ankafizinao! Raha tsy ampy ny vidéo iray ho an'ny lahatsoratra 2 andro dia avereno ny teny fanalahidy PICSFREE1 hahazoana ny horonan-tsary manaraka.
ham,Now thats going to ruin your thesis!,Izao dia hanimba ny thesis-nao izany!
ham,In sch but neva mind u eat 1st lor..,Any am-pianarana fa tsy maninona fa mihinana 1er lor..
ham,Hey whats up? U sleeping all morning?,Eh maresaka? Matory maraina ve ianao?
ham,Erm. I thought the contract ran out the4th of october.,Erm. Noheveriko fa tapitra ny 4 oktobra ny fifanarahana.
ham,I dunno until when... Lets go learn pilates...,Tsy haiko hoe rahoviana... Andao hianatra pilates...
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,Misoratra anarana amin'ny serivisy votoaty finday tsara indrindra any UK ianao amin'ny £3 isaky ny folo andro mandra-pandefasanao STOP amin'ny 83435. Helpline 08706091795.
ham,Yup i'm elaborating on the safety aspects and some other issues..,"Eny, manazava ny lafiny fiarovana sy olana hafa aho."
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each","TEXT TAROT 3 MAIMAIMPOANA! Fantaro ny fiainam-pitiavanao izao! Andramo 3 MAIMAIMPOANA! Alefaso ny CHANCE amin'ny 85555 16 ihany! Aorian'ny 3 maimaim-poana, Msgs £1.50 tsirairay"
ham,"Goodmorning, today i am late for 1hr.","Arahaba, tara 1ora aho androany."
ham,Hi happy birthday. Hi hi hi hi hi hi hi,Salama tratry ny taona. Hi hi hi hi hi hi hi hi
ham,I will be outside office take all from there,Ho any ivelan'ny birao aho haka ny rehetra any
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,Raha tsy mamaly ianao dia ataovy hoe mbola matory ianao ary manomboka miantso n shit
ham,"Aight, see you in a bit","Aight, mahita anao kely"
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),Miteny ny lehibeko fa ny zoma dia fialan-tsasatra ho an'ny sampana hafa rehetra afa-tsy ny anay:)ka ho anao izany :)
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,Midira amin'ny serivisy Dogging maharikoriko indrindra any UK ary afaka manao firaisana 2nite ianao!. Misoratra anarana fotsiny ary araho ny torolàlana. Txt MIDITRA amin'ny 69888 izao! Nyt.EC2A.3LP.msg@150p
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,Lol tsy maintsy raisiko. mpikambana ahoana hoy aho fa tsy nitsidika ny nenitoako flow nandritra ny 6 volana? Izany no nahatonga ahy ho kista ovarian. Bc no hany fomba hampihenana azy ireo.
ham,Still work going on:)it is very small house.,Mbola mitohy ny asa :) trano kely dia kely.
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?","Vao tonga teto ny namako dia nilaza fa miakatra grama vitsivitsy izy (manana $ <#> ), rahoviana ianao no tonga eto?"
ham,Tmr timin still da same wat cos i got lesson until 6...,Tmr timin mbola tsy mitovy fa nahazo lesona hatramin'ny 6...
ham,"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!","Izany no zava-misy amin'ny rajako, afaka miady amin'ny fahafatesana ianao mba hitazonana zavatra, fa ny minitra ananany izany rehefa avelanao ianao dia izay!"
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,Sunshine Quiz Wkly Q! Mandresy mpilalao DVD Sony ambony raha fantatrao hoe iza no firenena nilalao Liverpool tamin'ny tapaky ny herinandro? Txt ansr amin'ny 82277. £1.50 SP:Tyrone
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,"Tsia, tsy ho afaka aho. || fampandrenesana tara loatra. || hody aho afaka herinandro vitsivitsy. || inona no drafitra"
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...","Nahazo fujitsu, ibm, hp, toshiba... Nahazo modely be dia be ny fomba fitenenana..."
ham,Okie... Thanx...,Ok... Misaotra...
ham,"Gosh that , what a pain. Spose I better come then.","Gosh izany, tena maharary. Aoka hatao hoe aleo aho tonga."
ham,"As usual..iam fine, happy &amp; doing well..:)",Toy ny mahazatra..salama aho na faly na mandeha tsara.. :)
ham,Okie,Okie
ham,So when you gonna get rimac access,Ka rehefa mahazo fidirana rimac ianao
ham,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?,Ao amin'ny trano fisakafoanana aho mihinana angisy! hivoaka aho tokony ho amin'ny 10:30 te hanao zavatra sa tara?
ham,You call times job today ok umma and ask them to speed up,Miantso asa ianao androany ok umma ary angataho izy ireo hanafaingana
ham,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!,MIANTSO ANAO REHEFA ATAONAO NY WRK.MILA MIHITSY AMIN'IREO TONITE REHETRA AHO FA MILA MIALA ANY BOKY. NATAON'NY 4 ora farany tamin'ny alina+2 androany WRK!
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,R U & SAM P AMIN'NY HAFA. RAHA MIHAONA IZAHAY AFAKA MANDEHA 2 NY TRANOKO
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,:-) eny! Tpt. Soa ihany aho fa tsy nanana anjara kintana toa anao!
ham,Hello madam how are you ?,Salama madama manao ahoana ianao?
ham,"Awesome, text me when you're restocked","Mahafinaritra, andefaso hafatra aho rehefa feno ny entanao"
ham,"As usual..iam fine, happy &amp; doing well..:)",Toy ny mahazatra..salama aho na faly na mandeha tsara.. :)
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,Knock Knock Txt izay ao amin'ny 80082 hiditra r isan-kerinandro fisarihana 4 a £250 voucher fanomezana 4 fivarotana ny taona safidy. T&Cs www.tkls.com taona 16 mba stoptxtstop£1.50/herinandro
ham,Yes. It's all innocent fun. O:-),Eny. Fialam-boly tsy manan-tsiny daholo izany. O:-)
ham,Thanks for sending this mental ability question..,Misaotra nandefa an'ity fanontaniana fahaizana ara-tsaina ity..
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.","Tompoko, manantena fa handeha tsara ny andronao. tena nanantena aho fa tsy hanahirana anao amin'izany. Misy faktiora tsy azoko aloa amin'ity volana ity. Lany ny vola fanampiny rehetra aho. Fantatro fa fotoana sarotra ho anao koa izao fa tsy maintsy mampahafantatra anao aho."
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,2 tsoka ihany. Alarobia amin'ny <#> hatramin'ny 2 ora.
ham,I went to ur hon lab but no one is there.,Nankany amin'ny laboratoara hon aho fa tsy nisy olona tao.
ham,I cant pick the phone right now. Pls send a message,Tsy afaka maka ny finday aho izao. Alefaso azafady
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,Hey pple...$700 na $900 mandritra ny 5 alina...Toerana tena tsara amin'ny sakafo maraina!!!
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,<Nalaina avy amin'ny 21870000>Manahoana - ity no fanairana SMS amin'ny boaty mailakao. Manana lalao 40 ianao. Antsoy indray ny 09056242159 mba haka ny hafatrao ary mifanandrify amin'ny cc100p/min
ham,How come?,Amin'ny fomba ahoana koa?
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,Tpt! Nah tsy dia ratsy loatra misaotra. Tsara ny ao an-trano fa tena nanamarina ny zava-misy. Nanao ahoana ny andronao? Nanao zavatra tamin'ny tranokala ve ianao?
ham,Ok lor...,ok ry zareo...
ham,I'm coming home 4 dinner.,Hody aho 4 hariva.
ham,S da..al r above  &lt;#&gt;,S da..al r abovs <#>
spam,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.","MAIMAIM-POANA RING TONE dia soraty fotsiny ny ""POLYS"" amin'ny 87131. Dia mahazo tonony vaovao isan-kerinandro. 0870737910216taona £1.50/her."
ham,Unni thank you dear for the recharge..Rakhesh,Unni misaotra anao ry malala tamin'ny famelomana indray..Rakhesh
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,Fantatro fa tsy ampy ny ankabeazan'ny antsipirian'ity dramastorm manokana ity aho fa ny ankamaroany dia tsy manahy momba izany aho
ham,Haha... They cant what... At the most tmr forfeit... haha so how?,Haha... Tsy azon'izy ireo inona... Raha be indrindra tmr forfeit... haha ​​dia ahoana?
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!","Salama e! Faly ianao fa tsara kokoa izao. Henoko fa nitondra ny tenanao tamin'ny cam digi ianao, tsara ve izany? Miala izahay amin'ny 9 ora alina. Mirary taona vaovao mahafinaritra, c u in coupla wks!"
